ci_code,ci_description
404040,Knee Lateral Hamstring Strain/Distal
404043,Knee Biceps Femoris Strain/Distal
404050,Knee Popliteus Strain
404060,Knee Sartorius Strain/Distal
404070,Knee Iliotibial Band Strain
404100,Knee Strain 1 Deg (non-specific)
404110,Knee Quadriceps Strain/Distal 1 Deg
404120,Knee Adductor Strain/Distal 1 Deg
404130,Knee/Distal Hamstring Strain 1 Deg / Muscle Unknown
404140,Knee Lateral Hamstring Strain/Distal 1 Deg
404143,Hamstring Distal Biceps Femoris Strain - 1st Degree
404144,Hamstring Distal Semitendinosus Strain - 1st Degree
404145,Hamstring Distal Semimembranosus Strain - 1st Degree
404150,Knee Popliteus Strain 1 Deg
404160,Knee Sartorius Strain/Distal 1 Deg
404170,Knee Iliotibial Band Strain 1 Deg
404200,Knee Strain 2 Deg (non-specific)
404210,Knee Quadriceps Strain/Distal - Partial
404220,Knee Adductor Strain/Distal 2 Deg
404230,Knee/Distal Hamstring Strain 2 Deg / Muscle Unknown
404240,Knee Lateral Hamstring Strain/Distal 2 Deg
404250,Knee Popliteus Strain 2 Deg
404260,Knee Sartorius Strain/Distal 2 Deg
404270,Knee Iliotibial Band Strain 2 Deg
404280,Hamstring Distal Biceps Femoris Strain - 2nd Degree
404281,Hamstring Distal Semitendinosus Strain - 2nd Degree
404282,Hamstring Distal Semimembranosus Strain - 2nd Degree
404300,Knee Strain 3 Deg (non-specific)
404310,Knee Quadriceps Avulsion/Rupture/Complete Tear - Distal
404320,Knee Adductor Strain/Distal 3 Deg
404330,Knee/Distal Hamstring Strain 3 Deg (Avulsion or Complete Tear) / Muscle Unknown
404340,Knee Lateral Hamstring Strain/Distal 3 Deg (Complete Tear)
404341,Hamstring Biceps Femoris Strain - Distal
404342,Hamstring Semitendinosus Strain - Distal
404343,Hamstring Semimembranosus Strain - Distal
404350,Knee Popliteus Strain 3 Deg (Complete Tear)
404360,Knee Sartorius Strain/Distal 3 Deg (Complete Tear)
404370,Knee Iliotibial Band Strain 3 Deg
404380,Hamstring Biceps Femoris Avulsion/Rupture/Complete Tear- Distal
404381,Hamstring Semitendinosus Avulsion/Rupture/Complete Tear - Distal
404382,Hamstring Semimembranosus Avulsion/Rupture/Complete Tear - Distal
404410,Knee Quadriceps Avulsion/Distal
404420,Knee Adductor Avulsion/Rupture/Complete Tear - Distal
404430,Knee Medial Hamstring Avulsion/Distal
404440,Knee Lateral Hamstring Avulsion/Distal
404450,Knee Popliteus Tendon Avulsion
404500,Knee Tendon Severance
404530,Knee Hamstring Tendon Severance/Medial/Post
405000,Knee Fracture/Femur/Distal
405010,Knee Fracture/Femur/Intercondylar
405020,Knee Fracture/Femur/Medial Condyle
405021,Knee Femur/Medial Condylar Defect I
405022,Knee Femur/Medial Condylar Defect II
405023,Knee Femur/Medial Condylar Defect III
405024,Knee Femur/Medial Condylar Defect IV
405025,Knee Femur/Medial Condylar Defect IV<1.5cm
405026,Knee Femur/Medial Condylar Defect IV>1.5cm
405030,Knee Fracture/Femur/Lateral Condyle
405031,Knee Femur/Lateral Condylar Defect I
405032,Knee Femur/Lateral Condylar Defect II
405033,Knee Femur/Lateral Condylar Defect III
405034,Knee Femur/Lateral Condylar Defect IV
405035,Knee Femur/Lateral Condylar Defect IV<1.5cm
405036,Knee Femur/Lateral Condylar Defect IV>1.5cm
405040,Knee Fracture/Tibia/Medial Plateau
405041,Knee Tibia/Medial Plateau Defect I
405042,Knee Tibia/Medial Plateau Defect II
405043,Knee Tibia/Medial Plateau Defect III
405044,Knee Tibia/Medial Plateau Defect IV
405045,Knee Tibia/Medial Plateau Defect IV<1.5cm
405046,Knee Tibia/Medial Plateau Defect IV>1.5cm
405050,Knee Fracture/Tibia/Lateral Plateau
405051,Knee Tibia/Lateral Plateau Defect I
405052,Knee Tibia/Lateral Plateau Defect II
405053,Knee Tibia/Lateral Plateau Defect III
405054,Knee Tibia/Lateral Plateau Defect IV
405055,Knee Tibia/Lateral Plateau Defect IV<1.5cm
405056,Knee Tibia/Lateral Plateau Defect IV>1.5cm
405060,Knee Tibia/Trochlea Defect
405061,Knee Tibia/Trochlea Defect I
405062,Knee Tibia/Trochlea Defect II
405063,Knee Tibia/Trochlea Defect III
405064,Knee Tibia/Trochlea Defect IV
405065,Knee Tibia/Trochlea Defect IV<1.5cm
405066,Knee Tibia/Trochlea Defect IV>1.5cm
405080,Knee Fracture/Tibia/Spine
405210,Knee Fracture/Femur/Intercondylar/Avulsion
405220,Knee Fracture/Femur/Medial Condyle/Avulsion
405230,Knee Fracture/Femur/Lateral Condyle/Avulsion
405240,Knee Fracture/Tibia/Medial Plateau/Avulsion
405250,Knee Fracture/Tibia/Lateral Plateau/Avulsion
405270,Knee Fracture/Tibia/Posterior Rim Avulsion
405280,Knee Fracture/Tibia/Spine/Avulsion
405350,Knee Fracture/Tibia/Lateral Plateau/Dislocation
405440,Knee Fracture/Femur/Distal Epiphyseal
405500,Knee Fracture/Femur/Distal/Stress
405550,Knee Fracture/Tibia/Lateral Plateau/Stress
405720,Knee Fracture/Femur/Medial Condyle/Osteochondral
405730,Knee Fracture/Femur/Lateral Condyle/Osteochondral
405740,Knee Fracture/Tibia/Medial Plateau/Osteochondral
405750,Knee Fracture/Tibia/Lateral Plateau/Osteochondral
405850,Knee Fracture/Tibia/Lateral Plateau/Comminuted
405900,Knee Fracture/Femur/Distal/Other
405920,Knee Fracture/Femur/Medial Condyle/Other
405930,Knee Fracture/Femur/Lateral Condyle/Other
405940,Knee Fracture/Tibia/Medial Plateau/Other
405950,Knee Fracture/Tibia/Lateral Plateau/Other
406001,Knee Fixation Device Removed
406110,Knee Epiphysitis
406120,Knee Osteoarthritis
406121,Knee Arthritis/Traumatic
406130,Knee Periostitis
406150,Knee Epicondylitis
406160,Knee Fasci-Tendinitis/Chronic
406161,Knee Iliotibial Band Tendonosis
406162,Knee Ilio-Tibial Band Syndrome (ITBS)
406170,Knee Synovitis/Chronic
406180,Knee Osteochondritis
406181,Knee Osteochondritis Dissecans
406190,Knee Osteomyelitis
406200,Knee Musculoskeletal Complication
406201,Knee Avascular Necrosis - MFC
406202,Knee Avascular Necrosis - MTP
406203,Knee Avascular Necrosis - LFC
406204,Knee Avascular Necrosis - LTP
406210,Knee Chondromalacia
406211,Knee Chondromalacia/MFC Grade I
406212,Knee Chondromalacia/MFC Grade II
406213,Knee Chondromalacia/MFC Grade III
406214,Knee Chondromalacia/MFC Grade IV
406215,Knee Chondromalacia/LFC Grade I
406216,Knee Chondromalacia/LFC Grade II
406217,Knee Chondromalacia/LFC Grade III
406218,Knee Chondromalacia/LFC Grade IV
406221,Knee Chondromalacia/MTP Grade I
406222,Knee Chondromalacia/MTP Grade II
406223,Knee Chondromalacia/MTP Grade III
406224,Knee Chondromalacia/MTP Grade IV
406225,Knee Chondromalacia/LTP Grade I
406226,Knee Chondromalacia/LTP Grade II
406227,Knee Chondromalacia/LTP Grade III
406228,Knee Chondromalacia/LTP Grade IV
406231,Knee Chondromalacia/Trochlea I
406232,Knee Chondromalacia/Trochlea II
406233,Knee Chondromalacia/Trochlea III
406234,Knee Chondromalacia/Trochlea IV
406250,Knee Calcification
406251,Knee Pellegrini-Stieda Syndrome (MCL)
406290,Knee Fascial Herniation
406360,Knee Popliteal Cyst (Baker's Cyst)
406370,Knee Chondroblastoma
406410,Knee Joint Loose Bodies
406420,Knee Femoral Condylar Defect
406421,Knee Trochlear Osteochondral Defect
406460,Knee Degeneration
406470,Knee Developmental Defect/General
406471,Knee Fat Pad Impingement
406472,Knee Medial Impingement
406473,Knee Lateral Impingement
406474,Knee Impingement
406475,Knee Anterior Impingement
406480,Knee Musculoskeletal Weakness
406490,Knee Musculoskeletal Malformation
406491,Knee Arthrofibrosis
406492,Knee Flexion Contracture
406493,Knee Hypertrophic Scar
406494,Knee Musculoskeletal Cicatrix
406510,Knee Internal Derangement
406520,Knee Fabella
406570,Knee Synovial Plica Syndrome
406571,Knee Medial Synovial Plica Syndrome
406572,Knee Lateral Synovial Plica Syndrome
406573,Knee Pigmented Villonodular Synovitis
408100,Knee General Stress
408200,Knee Dysfunction/Congenital
408751,Knee Staph Infection - MRSA
408752,Knee Staph Infection - MSSA
410000,Patella General Trauma
410100,Patella Abrasion
410200,Patella Contusion
410201,Patella Anterior Contusion
410202,Patella Posterior Contusion
410203,Patella Medial Contusion
410204,Patella Lateral Contusion
410205,Patella Superior Contusion
410206,Patella Inferior Contusion
410210,Patella Prepatellar Bursa Contusion
410220,Patella Suprapatellar Bursa Contusion
410230,Patella Tendon Contusion
410240,Patellofemoral Contusion
410250,Patella Chondral Defect
410300,Patella Puncture Wound
410400,Patella Laceration
410500,Patella Bursitis
410510,Patella Prepatellar Bursitis
410520,Patella Suprapatellar Bursitis
410530,Patella Infrapatellar Bursitis
410600,Patella Tenosynovitis-Tendinitis/Acute
410601,Patella Tendinitis/Inferior Pole
410602,Quadriceps Tendonitis
410603,Knee Quadriceps Tendonitis - Acute
410710,Patella Synovial Plica Syndrome
411600,Patella Nerve Disorder
411610,Patella Entrapment Syndrome
412400,Patella Friction Blister
413400,Patella Subluxation/Acute
413401,Patella Subluxation/Acute - Lateral
413402,Patella Subluxation/Acute - Medial
413500,Patella Subluxation/Recurrent
413501,Patella Subluxation/Recurrent - Lateral
413502,Patella Subluxation/Recurrent - Medial
413600,Patella Dislocation/Acute
413601,Patella Dislocation/Acute - Lateral
413602,Patella Dislocation/Acute - Medial
413700,Patella Dislocation/Recurrent
413701,Patella Dislocation/Recurrent - Lateral
413702,Patella Dislocation/Recurrent - Medial
414000,Patella Tendon Strain
414100,Patella Tendon Strain 1 Deg
414200,Patella Tendon Strain 2 Deg
414300,Patella Tendon Strain 3 Deg (Complete Tear)
414500,Patellar Tendon Laceration
415000,Patella Fracture
415010,Patella Fracture/Inferior Pole
415020,Patella Fracture/Superior Pole
415030,Patella Fracture/Lateral Marginal
415040,Patella Fracture/Medial Tangential
415100,Patella Fracture/Open
415200,Patella Fracture/Avulsion
415210,Patella Fracture/Inferior Pole/Avulsion
415220,Patella Fracture/Superior Pole/Avulsion
415510,Patella Stress Fracture
415700,Patella Fracture/Osteochondral
415710,Patella Fracture/Osteochondral/Medial Facet
415711,Patella Fracture/Osteochondral/Medial Defect I
415712,Patella Fracture/Osteochondral/Medial Defect II
415713,Patella Fracture/Osteochondral/Medial Defect III
415714,Patella Fracture Osteochondral/Medial Defect IV<1
415715,Patella Fracture Osteochondral/Medial Defect IV>1
415720,Patella Fracture/Osteochondral/Lateral Facet
415721,Patella Fracture/Osteochondral/Lateral Defect I
415722,Patella Fracture/Osteochondral/Lateral Defect II
415723,Patella Fracture/Osteochondral/Lateral Defect III
415724,Patella Fracture Osteochondral/Lateral Defect IV<1
415725,Patella Fracture Osteochondral/Lateral Defect IV>1
415900,Patella Fracture/Bipartite
415901,Patellar Facture/Comminuted
416100,Patella Inflammation
416101,Patella Femoral Inflammation
416110,Patella Osteochondritis
416111,Patella Osteochondritis Dissecans
416130,Patella Periostitis
416131,Patella Stress Reaction
416150,Patella Epicondylitis
416160,Patella Fasci/Tendinitis (Chronic)
416161,Patella Tendinitis (Chronic)
416162,Patella Tendinitis Inferior Pole (Chronic)
416163,Quadriceps Tendonitis - Chronic
416164,Patella Tendonosis/Inferior Pole
416165,Quadriceps Tendinosis
416170,Patella Chronic Synovitis
416200,Patella Femoral Syndrome
416201,Patella Femoral Compression Syndrome
416210,Patella Chondromalacia
416211,Patella Chondromalacia/Medial
416212,Patella Chondromalacia/Medial I
416213,Patella Chondromalacia/Medial II
416214,Patella Chondromalacia/Medial III
416215,Patella Chondromalacia/Medial IV
416221,Patella Chondromalacia/Lateral
416222,Patella Chondromalacia/Lateral I
416223,Patella Chondromalacia/Lateral II
416224,Patella Chondromalacia/Lateral III
416225,Patella Chondromalacia/Lateral IV
416230,Patella Femoral Arthritis
416240,Patella Exostosis
416310,Patella Bone Cyst/Solitary
416410,Patella Intra-articular Loose Body
416411,Patella Trochlear Dysplasia
416470,Patella Developmental Defect
416471,Patella Alta
416472,Patella Baja
419700,Patella Patellectomy
420010,Shin Splints
420100,Tibia Skin Abrasion
420200,Tibia Contusion
420210,Tibia Soft Tissue Contusion
420211,Tibia Anterior Compartment Contusion
420212,Tibia Anterior Tibialis Contusion
420213,Tibia Peroneal Musculature Contusion
420220,Tibia Bony Contusion
420221,Tibia Bony Contusion Proximal
420222,Tibia Bony Contusion Distal
420223,Tibia Bony Contusion Middle
420224,Tibia Tibial Tubercle Contusion
420300,Tibia Soft Tissue Puncture Wound
420400,Tibia Skin Laceration
420500,Leg Bursitis
420600,Tibia Tenosynovitis-Tendinitis/Acute
420800,Tibia Compartment Syndrome
420801,Tibia Anterior Compartment Syndrome
420810,Tibia Anterior Compartment Seroma
420910,Tibia Lower Leg/Anterior Cramps
420911,Tibia Tibialis Anterior Cramps
420912,Tibia Extensor Digitorum Longus Cramps
420913,Tibia Peroneus Teritius Cramps
420914,Tibia Extensor Hallucis Longus Cramps
420921,Tibia Peroneus Longus Cramps
420922,Tibia Peroneus Brevis Cramps
421500,Tibia Soft Tissue Nerve Contusion
421520,Tibia Deep Peroneal Nerve Contusion
422110,Tibia Skin/thermal Burn 1 Deg
422210,Tibia Skin/thermal Burn 2 Deg
423000,Leg Muscle Sprain (non-specific)
423010,Tibia Interosseous Membrane Sprain
423020,Tibio-Fibular Sprain/Proximal
423100,Tibia Sprain 1 Deg (non-specific)
423110,Tibia Interosseous Membrane Sprain 1 Deg
423120,Tibia Sprain Tibio-Fibular/Proximal 1 Deg
423200,Tibia Sprain 2 Deg (non-specific)
423210,Tibia Interosseous Membrane Sprain 2 Deg
423220,Tibia Sprain Tibio-Fibular/Proximal 2 Deg
423300,Tibia Sprain 3 Deg (non-specific)
423310,Tibia Interosseous Membrane Sprain 3 Deg
423320,Tibia Sprain Tibio-Fibular/Proximal 3 Deg
424010,Tibia Lower Leg Muscle Strain/Anterior
424011,Tibialis Anterior Strain
424012,Leg Extensor Digitorum Longus Strain
424013,Tibia Peroneus Teritius Strain
424014,Leg Extensor Hallucis Longus Strain
424015,Tibia Patellar Tendon Strain
424020,Tibia Lower Leg Muscle Strain/Lateral
424021,Peroneus Longus Strain
424022,Peroneus Brevis Strain
424030,Tibia Lower Leg Muscle Strain/Posterior
424031,Tibia Tibialis Posterior Strain
424110,Tibia Lower Leg/Anterior Strain 1 Deg
424111,Tibia Tibialis Anterior Strain 1 Deg
424112,Tibia Extensor Digitorum Longus Strain 1 Deg
424113,Tibia Peroneus Teritius Strain 1 Deg
424114,Tibia Extensor Hallucis Longus Strain 1 Deg
424120,Tibia Lateral Lower Other Leg Strain 1 Deg
424121,Tibia Peroneus Longus Strain 1 Deg
424122,Tibia Peroneus Brevis Strain 1 Deg
424130,Tibia Lower Leg/Posterior Strain 1 Deg
424210,Tibia Lower Leg/Anterior Strain 2 Deg
424211,Tibia Tibialis Anterior Strain 2 Deg
424212,Tibia Extensor Digitorum Longus Strain 2 Deg
424213,Tibia Peroneus Teritius Strain 2 Deg
424214,Tibia Extensor Hallucis Longus Strain 2 Deg
424220,Tibia Lateral Lower Other Leg Strain 2 Deg
424221,Tibia Peroneus Longus Strain 2 Deg
424222,Tibia Peroneus Brevis Strain 2 Deg
424230,Tibia Lower Leg/Posterior Strain 2 Deg
424310,Tibia Lower Leg/Anterior Strain 3 Deg
424311,Tibia Tibialis Anterior Strain 3 Deg (Complete Tear)
424312,Tibia Extensor Digitorum Longus Strain 3 Deg
424313,Tibia Peroneus Teritius Strain 3 Deg
424314,Tibia Extensor Hallucis Longus Strain 3 Deg
424315,Tibia Patellar Tendon Strain 3 Deg
424320,Tibia Lateral Lower Other Leg Strain 3 Deg
424321,Tibia Peroneus Longus Strain 3 Deg
424322,Tibia Peroneus Brevis Strain 3 Deg
424330,Tibia Lower Leg/Posterior Strain 3 Deg
424420,Patellar Tendon Avulsion
424520,Tibia Patellar Tendon Severance
424521,Patellar Tendon Rupture
424920,Tibia Lateral Lower Leg Cramps
425000,Tibia Fracture/Non-specific
425010,Tibia Fracture/Shaft
425020,Tibia Fracture/Middle
425030,Tibia Fracture/Proximal
425040,Tibia Fracture/Distal
425100,Tibia Fracture/Open
425110,Tibia Fracture/Shaft/Open
425120,Tibia Fracture/Middle/Open
425130,Tibia Fracture/Proximal/Open
425140,Tibia Fracture/Distal/Open
425220,Tibia Fracture/Middle/Avulsion
425230,Tibia Fracture/Proximal/Avulsion
425231,Tibia Fracture/Tubercle Avulsion
425240,Tibia Fracture/Distal/Avulsion
425310,Tibia Fracture/Shaft/Dislocation
425400,Tibia Fracture/Epiphyseal
425410,Tibia Fracture/Shaft/Epiphyseal
425430,Tibia Fracture/Proximal/Epiphyseal
425440,Tibia Fracture/Distal/Epiphyseal
425500,Tibia Fracture/Stress
425510,Tibia Fracture/Shaft/Stress
425530,Tibia Fracture/Proximal/Stress
425540,Tibia Fracture/Distal/Stress
425810,Tibia Fracture/Comminuted
425840,Tibia Fracture/Distal (Intra-articular)
425900,Tibia Fracture/Other
425910,Tibia Fracture/Shaft/Other
425911,Tibia Fracture/Shaft/Closed
425920,Tibia Fracture/Middle/Closed
425930,Tibia Fracture/Proximal/Closed
425940,Tibia Fracture/Distal/Other
425941,Tibia Fracture/Distal/Closed
426100,Leg Musculoskeletal Inflammation/Pes Anserine
426110,Tibia Epiphysitis
426120,Leg Tubercle Apophysitis
426121,Leg Osgood/Schlatter's Syndrome
426130,Tibia Periostitis
426131,Tibial Stress Reaction
426132,Anterior Tibial Stress Syndrome
426150,Tibia Epicondylitis
426160,Tibia Fasci/Tendinitis
426190,Tibia Osteoid Osteoma
426200,Calf Herniated Muscle
426230,Tibia Arthritis/Lateral Plateau
426240,Tibia Exostosis
426270,Leg Soft Tissue Calcification
426290,Leg Fascial Herniation
426310,Tibia Bone Cyst/Solitary
426400,Tibia Musculoskeletal Condition
426410,Tibia Medial Stress Syndrome
426470,Tibia Anomaly
426480,Tibia Musculoskeletal Weakness
426490,Tibia Musculoskeletal Malformation
430100,Fibula Soft Tissue Abrasion
430200,Fibula Soft Tissue Contusion
430201,Fibula Gastrocnemius Contusion
430202,Fibula Peroneal Contusion
430203,Fibula Achilles Tendon Contusion
430210,Fibula Bony Contusion
430211,Fibula Bony Contusion/Proximal
430212,Fibula Bony Contusion/Shaft
430213,Fibula Bony Contusion/Distal
430214,Calf Muscle Contusion
430250,Leg Soft Tissue Hematoma
430300,Fibula Soft Puncture Wound
430400,Fibula Soft Tissue Laceration
430600,Fibula Tenosynovitis-Tendinitis/Acute
430604,Posterior Tibialis Tendinitis
430620,Fibula Peroneus Tendinitis
430800,Leg Vascular Injury
430810,Fibula Tibial Compartment Syndrome/Posterior
430820,Fibula Tibial Compartment Syndrome/Lateral
430821,Fibula Tibial Compartment Syndrome/Distal-Lateral
430830,Fibula Posterior Tibial Stress Syndrome
430900,Fibula Soft Tissue Cramps
430901,Fibula Plantaris Cramps
430902,Fibula Gastrocnemius Cramps
430903,Fibula Soleus Cramps
430904,Fibula Posterior Tibialis Cramps
430905,Fibula Flexor Digitorum Longus Cramps
430906,Fibula Flexor Hallucis Longus Cramps
430910,Calf Muscle Cramps/Spasms
430911,Fibula Gastrocnemius Muscle Spasm
430912,Fibula Soleus Muscle Spasm
431500,Fibula Peroneal Nerve Contusion
431510,Fibula Nerve Injury with Sensory Loss
431520,Fibula Nerve Injury with Motor Loss
431530,Fibula Nerve Injury with Motor and Sensory Loss
431600,Fibula Peroneal Nerve Disorder
431610,Fibula Peroneal Nerve Disorder w/Sensory Loss
431620,Fibula Peroneal Nerve Disorder w/Motor Loss
431630,Fibula Peroneal Nerve Disorder w/S&M Loss
432100,Fibula Soft Tissue Burn 1 Deg
432110,Leg Burn 1 Deg
432210,Leg Burn 2 Deg
432310,Leg Burn 3 Deg
433000,Fibula Superior Tibio-Fibular Sprain
433100,Fibula Superior Tibio-Fibular Sprain 1 Deg
433200,Fibula Superior Tibio-Fibular Sprain 2 Deg
433400,Fibula Superior Tibio-Fibular Subluxation
433600,Fibula Superior Tibio-Fibular Dislocation
434000,Fibula Lower Other Leg Strain/Posterior
434001,Calf Plantaris Strain
434002,Calf Gastrocnemius Strain
434003,Calf Soleus Strain
434004,Fibula Posterior Tibialis Strain
434005,Leg Flexor Digitorum Longus Tendinitis
434006,Leg Flexor Hallucis Longus Tendinitis
434007,Fibula Peroneal Muscle Strain
434100,Fibula Lower Other Leg Strain 1 Deg/Posterior
434101,Fibula Plantaris Strain 1 Deg
434102,Fibula Gastrocnemius Strain 1 Deg
434103,Fibula Soleus Strain 1 Deg
434104,Fibula Posterior Tibialis Strain 1 Deg
434105,Fibula Flexor Digitorum Longus Strain 1 Deg
434106,Fibula Flexor Hallucis Longus Strain 1 Deg
434107,Fibula Peroneal Muscle Strain 1 Deg
434200,Fibula Lower Other Leg Strain 2 Deg/Posterior
434201,Fibula Plantaris Strain 2 Deg
434202,Fibula Gastrocnemius Strain 2 Deg
434203,Fibula Soleus Strain 2 Deg
434204,Fibula Posterior Tibialis Strain 2 Deg
434205,Fibula Flexor Digitorum Longus Strain 2 Deg
434206,Fibula Flexor Hallucis Longus Strain 2 Deg
434207,Fibula Peroneal Muscle Strain 2 Deg
434300,Fibula Lower Other Leg Strain 3 Deg/Posterior
434301,Fibula Plantaris Strain 3 Deg
434302,Fibula Gastrocnemius Strain 3 Deg
434303,Fibula Soleus Strain 3 Deg
434304,Fibula Posterior Tibialis Strain 3 Deg
434305,Fibula Flexor Digitorum Longus Strain 3 Deg
434306,Fibula Flexor Hallucis Longus Strain 3 Deg
434307,Fibula Peroneal Muscle Strain 3 Deg
434400,Leg Tendon Avulsion
434410,Fibula Plantaris Avulsion
434440,Fibula Tendon Avulsion/Proximal
434500,Calf Gastrocnemius Avulsion/Rupture/Complete Tear
435000,Fibula Fracture/Non-specific
435010,Fibula Fracture/Head
435020,Fibula Fracture/Neck
435030,Fibula Fracture/Shaft
435040,Fibula Fracture/Proximal
435050,Fibula Fracture/Distal
435100,Fibula Fracture/Open
435110,Fibula Fracture/Head/Open
435120,Fibula Fracture/Neck/Open
435130,Fibula Fracture/Shaft/Open
435140,Fibula Fracture/Proximal/Open
435200,Fibula Fracture/avulsion
435210,Fibula Fracture/Head/Avulsion
435230,Fibula Fracture/Shaft/Avulsion
435240,Fibula Fracture/Proximal/Avulsion
435250,Fibula Fracture/Distal/Avulsion
435300,Fibula Fracture/Dislocation
435310,Fibula Fracture/Head/Dislocation
435330,Fibula Fracture/Shaft/Dislocation
435340,Fibula Fracture/Proximal/Dislocation
435350,Fibula Fracture/Distal/Dislocation
435400,Fibula Fracture/Epiphyseal
435410,Fibula Fracture/Head/Epiphyseal
435430,Fibula Fracture/Shaft/Epiphyseal
435500,Fibula Fracture/Distal/Stress
435520,Fibula Fracture/Neck/Stress
435530,Fibula Fracture/Shaft/Stress
435540,Fibula Fracture/Proximal/Stress
435550,Fibula Fracture/Stress/Lower
435600,Fibula Fracture/Greenstick
435620,Fibula Fracture/Neck/Greenstick
435630,Fibula Fracture/Shaft/Greenstick
435710,Fibula Fracture/Head/Osteochondral
435800,Fibula Fracture/Comminuted
435810,Fibula Fracture/Head/Comminuted
435820,Fibula Fracture/Neck/Comminuted
435830,Fibula Fracture/Shaft/Comminuted
435840,Fibula Fracture/Proximal/Comminuted
435850,Fibula Fracture/Comminuted/Distal
435900,Fibula Fracture/Other
435910,Fibula Fracture/Head/Other
435920,Fibula Fracture/Neck/Other
435930,Fibula Fracture/Shaft/Other
435940,Fibula Fracture/Proximal/Other
436001,Leg Removal of Internal Fixation
436100,Fibula Soft Tissue Inflammation
436101,Fibula Gastronemius Inflammation
436102,Fibula Soleus Inflammation
436110,Fibula Epiphysitis
436130,Fibula Periostitis
436131,Fibula Stress Reaction
436160,Fibula Tendinitis-Fasciitis/Chronic
436200,Fibula M-S Complication/Disorder
436270,Leg Myositis Ossificans
436290,Fibula Fascial Herniation
436390,Fibula Osteoid Osteoma
436481,Fibula Gastroc/Soleus Soreness
438601,Leg Staph Infection - MRSA
438602,Leg Staph Infection - MSSA
440000,Ankle Injury
440005,Ankle Os Trigonum Syndrome
440010,Ankle Peroneal Tendon Subluxation/Dislocation/Acute
440020,Ankle Peroneal Tendon Subluxation/Dislocation/Recurrent
440030,Ankle Posterior Tibial Tendon Dislocation
440100,Ankle Abrasion
440101,Ankle Posterior Skin Abrasion
440102,Ankle Anterior Skin Abrasion
440110,Ankle Achilles Tendon Abrasion
440120,Ankle Abrasion/Medial Side
440130,Ankle Abrasion/Lateral Posterios Side
440200,Ankle Contusion
440210,Ankle Achilles Tendon Contusion
440220,Ankle Contusion/Medial Side
440230,Ankle Contusion/Lateral-Posterior Malleolus
440250,Ankle Contusion/Talus
440251,Ankle Contusion/Talus Dome
440300,Ankle Puncture Wound
440320,Ankle Puncture/Medial Side
440330,Ankle Puncture/Lateral Posterior Malleolus
440400,Ankle Laceration
440401,Ankle Posterior Skin Laceration
440402,Ankle Anterior Skin Laceration
440500,Ankle Bursitis
440600,Ankle Tenosynovitis-Tendinitis/Acute
440610,Ankle Achilles Tenosynovitis-Tendinitis
440611,Ankle Achilles Tendinitis
440612,Ankle Achilles Tenosynovitis-Tendinitis/Insertional
440613,Ankle Achilles Tenosynovitis-Tendinitis/Noninsertional
440614,Ankle Achilles Tendinitis - Insertional
440615,Ankle Achilles Tendinitis - Midsubstance
440616,Ankle Achilles Tendinosis
440620,Ankle Peroneal Tenosynovitis-Tendinitis
440630,Ankle Posterior Tibial Tenosynovitis
440640,Ankle Anterior Tibial Tendon Tenosynovitis
440700,Ankle Capsulitis/Synovitis
440800,Ankle Vascular Trauma
441010,Ankle Nerve Injury S/loss
441600,Ankle Nerve Disorder
441641,Ankle Ganglion Cyst
441710,Ankle Peroneal Nerve Dislocation/Acute
441720,Ankle Peroneal Nerve Dislocation/Recurrent
442000,Ankle Burn (non-specific)
442100,Ankle Burn 1 Deg
442200,Ankle Burn 2 Deg
442220,Ankle Chemical Burn 2 Deg
442300,Ankle Burn 3 Deg
442400,Ankle Friction Blister
443000,Ankle Sprain (non-specific)
443010,Lateral Ankle Sprain / Ligament Unknown
443011,Ankle Fibular Collateral Ligament Sprain
443012,Lateral Ankle Sprain / Anterior Talofibular
443013,Lateral Ankle Sprain / Posterior Talofibular
443014,Lateral Ankle Sprain / Calcaneofibular
443015,Calcaneo-Cuboid Ligament Sprain
443016,Ankle Subtalar Joint Ligament Sprain
443020,Ankle Medial Sprain
443021,Medial Ankle Sprain / Deltoid
443022,High Ankle Sprain / Anterior Tibiofibular
443023,High Ankle Sprain / Posterior Tibiofibular
443029,Ankle Anterior Retinaculum Sprain
443030,Ankle Peroneal/Posterior Retinaculum Sprain
443031,Ankle Anterior Capsule Sprain
443032,Ankle Posterior Retinaculum Sprain
443033,High Ankle Sprain / Syndesmotic
443100,Ankle Sprain 1 Deg (non-specific)
443110,Ankle Lateral Sprain 1 Deg
443111,Ankle Fibular Collateral Ligament Sprain 1 Deg
443112,Ankle Anterior Talo-Fibular Sprain 1 Deg
443113,Ankle Posterior Talo-Fibular Sprain 1 Deg
443114,Ankle Calcaneo-Fibular Ligament Sprain 1 Deg
443115,Ankle Calcaneo-Cuboid Ligament Sprain 1 Deg
443116,Ankle Crural Ligament Sprain 1 Deg
443120,Ankle Medial Sprain 1 Deg
443121,Ankle Deltoid Ligament Sprain 1 Deg
443122,Ankle Anterior Tibio-Fibular Sprain 1 Deg
443123,Ankle Posterior Tibio-Fibular Sprain 1 Deg
443131,Ankle Anterior Capsule Sprain 1 Deg
443132,Ankle Posterior Retinacular Sprain 1 Deg
443200,Ankle Sprain 2 Deg (non-specific)
443210,Ankle Lateral Sprain 2 Deg
